HEADER
28,"I",134518,100020669160,5478498,"","","","",28,"","RIDDLESDOWN AVENUE","","","PURLEY","CR8 1JG","S","1N","","","","","","",2016-01-18,2012-04-23,,2016-02-10,2012-03-19
